Company,TypeName,Inches,Ram,OpSys,Weight,Price_in_euros,Cpu_Brand,Cpu_Type,Cpu_Speed,Gpu_Brand,Gpu_Type,SSD,HDD,Flash_Storage,Screen_Width,Screen_Height,TotalPixels,PPI,Ram_to_Storage,Processing_Power
Asus,Gaming,17.3,8,Windows,3.0,1039.0,Intel,i7,2.8,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,6928.397206722576,4.0,22.4
HP,2 in 1 Convertible,13.3,8,Windows,1.48,2041.0,Intel,i7,2.6,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,20840.070100062185,4.0,20.8
Lenovo,Gaming,15.6,8,Windows,2.5,999.0,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,20.0
HP,Notebook,15.6,4,Windows,2.1,349.0,AMD,E2-9000e,1.5,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,6.0
Dell,Ultrabook,13.3,16,Windows,1.2,2254.0,Intel,i7,2.7,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,8.0,43.2
Dell,Notebook,17.3,8,Linux,2.8,1099.0,Intel,i7,1.8,AMD,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,14.4
Lenovo,Notebook,15.6,8,Windows,2.6,899.0,Intel,i7,2.6,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.8
Dell,2 in 1 Convertible,13.3,8,Windows,1.24,1899.0,Intel,i5,1.2,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,9.6
Lenovo,Gaming,15.6,8,Other,2.4,1149.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
Lenovo,Notebook,15.6,12,Windows,2.2,949.0,AMD,9720P,3.6,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,6.0,43.2
Asus,Gaming,15.6,8,Windows,2.5,1265.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
HP,Notebook,15.6,8,Windows,1.91,579.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,20.0
Apple,Ultrabook,13.3,8,Mac,1.37,1803.6,Intel,i5,3.1,Intel,Integrated,1,0,0,2560.0,1600.0,4096000.0,23155.633444513536,4.0,24.8
Vero,Notebook,14.0,2,Windows,1.45,210.8,Intel,X5-Z8350,1.44,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,1.0,2.88
Dell,Workstation,15.6,8,Windows,2.23,1993.0,Intel,E3-1505M,3.0,Nvidia,Dedicated,0,1,1,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,24.0
Asus,Netbook,11.6,4,Windows,1.2,340.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,2.0,4.4
Dell,Workstation,17.3,16,Windows,3.42,2884.86,Intel,i7,2.9,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,6928.397206722576,8.0,46.4
Acer,Notebook,15.6,8,Windows,2.23,469.0,AMD,7410,2.2,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,17.6
Asus,Notebook,14.0,4,Windows,1.65,277.99,AMD,6110,1.5,AMD,Dedicated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,2.0,6.0
Acer,Notebook,15.6,4,Other,2.2,209.0,Intel,Dual,1.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.0
Acer,Notebook,15.6,4,Linux,2.4,441.8,Intel,i5,2.5,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
Lenovo,Notebook,15.6,4,Other,1.9,450.0,Intel,i3,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Apple,Ultrabook,12.0,8,Mac,0.92,1262.4,Intel,M,1.2,Intel,Integrated,1,0,0,2304.0,1440.0,3317760.0,23040.0,4.0,9.6
Lenovo,Notebook,14.0,8,Windows,1.58,1480.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Acer,Notebook,15.6,4,Linux,2.1,367.0,Intel,i3,2.7,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.8
Acer,Notebook,14.0,4,Windows,1.8,636.0,Intel,i3,2.4,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,9.6
Asus,Notebook,14.0,4,Windows,1.63,299.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,2.0,4.4
Dell,Notebook,15.6,4,Windows,2.3,499.0,Intel,i3,2.0,AMD,Dedicated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Dell,2 in 1 Convertible,15.6,8,Windows,2.67,799.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,12.8
Acer,Notebook,15.6,4,Windows,2.1,400.0,AMD,9420,3.0,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,12.0
HP,Notebook,14.0,4,Windows,1.54,1030.99,Intel,i5,2.3,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,9.2
Apple,Ultrabook,12.0,8,Mac,0.92,1163.0,Intel,M,1.1,Intel,Integrated,0,0,1,2304.0,1440.0,3317760.0,23040.0,4.0,8.8
HP,Notebook,15.6,8,Windows,1.86,639.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Notebook,17.3,8,Other,2.8,539.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1600.0,900.0,1440000.0,4811.3869491129,4.0,20.0
Acer,Notebook,15.6,4,Linux,2.1,390.0,Intel,i3,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Dell,Notebook,15.6,8,Windows,2.18,750.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,2 in 1 Convertible,13.3,16,Windows,1.29,2449.0,Intel,i7,1.8,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,46890.157725139914,8.0,28.8
Acer,Notebook,15.6,4,Linux,2.1,298.0,Intel,Quad,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Microsoft,Ultrabook,13.5,16,Windows,1.25,2589.0,Intel,i7,2.5,Intel,Integrated,1,0,0,2256.0,1504.0,3393024.0,18617.415637860082,8.0,40.0
Lenovo,Gaming,17.3,32,Windows,4.6,2663.0,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,10.666666666666666,86.4
Lenovo,Notebook,15.6,4,Windows,2.2,468.0,Intel,i3,2.0,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
Toshiba,Notebook,15.6,8,Windows,2.2,1119.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,18.4
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.36,2499.0,Intel,i7,2.6,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,8.0,41.6
Lenovo,Notebook,15.6,4,Windows,2.2,579.0,Intel,i3,2.0,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
HP,Notebook,15.6,4,Windows,2.1,330.0,AMD,9000e,1.5,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.0
Lenovo,Notebook,14.0,4,Windows,1.43,274.0,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,2.0,6.4
Asus,Notebook,17.3,8,Other,2.69,889.0,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,21.6
Toshiba,Ultrabook,14.0,16,Windows,1.47,1764.0,Intel,i7,2.6,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,8.0,41.6
Asus,Gaming,15.6,8,Other,2.5,1169.0,Intel,i7,2.8,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,22.4
Asus,Notebook,15.6,4,Windows,2.2,369.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Dell,Notebook,15.6,32,Windows,2.06,2639.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,3840.0,2160.0,8294400.0,34082.840236686396,16.0,89.6
Lenovo,2 in 1 Convertible,13.3,16,Windows,1.3,1799.0,Intel,i7,2.2,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,8.0,35.2
HP,Notebook,14.0,8,Windows,1.48,1749.0,Intel,i7,2.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,22.4
Dell,Gaming,17.3,16,Windows,4.36,2505.02,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
HP,Netbook,11.6,2,Windows,1.17,209.0,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,1.0,3.2
HP,2 in 1 Convertible,14.0,4,Windows,1.63,699.0,Intel,i3,2.4,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,9.6
Dell,Workstation,15.6,8,Windows,2.23,1369.0,Intel,i5,2.6,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.8
Dell,Notebook,15.6,4,Linux,2.2,485.0,Intel,i3,2.0,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
Huawei,Ultrabook,13.0,8,Windows,1.05,1499.0,Intel,i7,2.7,Intel,Integrated,1,0,0,2160.0,1440.0,3110400.0,18404.73372781065,4.0,21.6
Asus,Notebook,15.6,8,Windows,2.3,590.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Notebook,15.6,8,Windows,2.04,389.0,Intel,Quad,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,12.8
HP,Ultrabook,15.6,8,Windows,1.83,699.0,Intel,i7,1.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,14.4
Asus,Gaming,17.3,8,Windows,3.52,1312.49,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,20.8
Lenovo,Notebook,15.6,6,Windows,2.2,789.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,16.200000000000003
HP,Notebook,14.0,8,Windows,1.64,1010.51,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Asus,Gaming,15.6,8,Windows,2.591,909.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,20.8
Lenovo,Ultrabook,14.0,12,Windows,1.4,2299.0,Intel,i7,2.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,6.0,31.200000000000003
Lenovo,Notebook,15.6,8,Other,2.3,573.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Asus,Notebook,15.6,4,Linux,2.0,389.0,Intel,i3,2.0,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
Dell,Ultrabook,14.0,8,Linux,1.6,1099.0,Intel,i7,2.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,22.4
Lenovo,Notebook,15.6,4,Windows,2.1,540.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
HP,Notebook,15.6,4,Windows,1.86,439.0,Intel,i3,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Asus,Gaming,17.3,12,Linux,3.0,949.0,Intel,i7,2.8,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,6928.397206722576,6.0,33.599999999999994
Lenovo,2 in 1 Convertible,13.9,16,Windows,1.4,2099.0,Intel,i7,1.8,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,42929.454997153356,8.0,28.8
HP,Netbook,11.6,4,Other,1.23,385.0,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,2.0,6.4
Asus,Notebook,15.6,4,Windows,2.2,369.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
MSI,Gaming,15.6,16,Windows,2.8,2099.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Mediacom,Notebook,13.3,4,Windows,1.2,369.0,Intel,Quad,1.1,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,2.0,4.4
Dell,Notebook,15.6,4,Windows,2.18,614.0,Intel,i3,2.0,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Lenovo,Notebook,15.6,4,Windows,1.8,829.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,6.4
Asus,Gaming,17.3,16,Windows,4.3,2350.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,41.6
HP,Ultrabook,12.5,8,Windows,1.09,3100.0,Intel,M,1.2,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,53084.16,4.0,9.6
Dell,Notebook,15.6,8,Windows,2.0,1820.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,22.4
Lenovo,Notebook,15.6,4,Windows,2.2,419.0,Intel,Dual,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Dell,Notebook,15.6,4,Windows,2.24,769.15,Intel,i5,2.3,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
MSI,Gaming,17.3,16,Windows,3.78,2399.0,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,43.2
Acer,Notebook,15.6,6,Windows,2.1,479.0,Intel,i3,2.4,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,14.399999999999999
Lenovo,Notebook,15.6,4,Windows,2.2,499.0,Intel,i3,2.0,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
Dell,Ultrabook,14.0,8,Windows,1.6,1149.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,12.8
Dell,Notebook,15.6,8,Windows,2.16,1130.33,Intel,i7,1.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,14.4
MSI,Gaming,15.6,8,Windows,2.2,1089.0,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,20.0
Lenovo,Notebook,17.3,6,Windows,2.8,949.0,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,1600.0,900.0,1440000.0,4811.3869491129,2.0,16.200000000000003
Dell,Notebook,15.6,4,Windows,2.3,585.0,Intel,i5,2.5,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,10.0
HP,Ultrabook,15.6,8,Windows,1.84,1296.99,Intel,i7,2.5,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Asus,2 in 1 Convertible,15.6,16,Windows,2.3,1799.0,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,3840.0,2160.0,8294400.0,34082.840236686396,5.333333333333333,43.2
Asus,Ultrabook,14.0,8,Windows,1.25,1049.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Acer,Notebook,15.6,8,Linux,2.4,779.0,Intel,i7,2.8,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,22.4
Acer,Gaming,17.3,16,Windows,4.2,1935.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,41.6
Acer,Notebook,15.6,4,Windows,2.4,380.0,Intel,Quad,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Lenovo,Notebook,13.3,8,Windows,1.44,960.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,20.0
Lenovo,Gaming,15.6,8,Windows,2.5,1249.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
Asus,Notebook,15.6,4,Windows,2.0,435.0,Intel,i3,2.4,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.6
Vero,Notebook,14.0,4,Windows,1.3,260.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1920.0,1080.0,2073600.0,10579.591836734693,2.0,4.4
Toshiba,Notebook,15.6,8,Windows,2.0,943.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Gaming,17.3,12,Windows,3.74,1749.0,Intel,i7,2.8,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,6928.397206722576,6.0,33.599999999999994
Dell,Notebook,15.6,8,Windows,2.3,469.01,Intel,i3,2.4,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,19.2
Acer,Notebook,15.6,8,Windows,2.2,841.0,Intel,i7,1.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,14.4
Dell,Notebook,15.6,4,Windows,2.18,912.5,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,1.3333333333333333,10.0
Acer,Notebook,15.6,4,Windows,2.2,613.0,Intel,i5,1.6,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,6.4
Dell,Notebook,14.0,8,Linux,1.64,1089.0,Intel,i5,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,22.4
HP,Notebook,15.6,8,Windows,1.84,1144.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Asus,Gaming,17.3,64,Windows,3.58,3975.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,6928.397206722576,32.0,172.8
Asus,Notebook,14.0,2,Windows,1.65,199.0,AMD,E2-6110,1.5,AMD,Dedicated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,1.0,3.0
Dell,Notebook,15.6,4,Linux,1.93,869.0,Intel,i5,2.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.4
Acer,Notebook,14.0,4,Windows,1.6,349.0,Intel,Quad,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,2.0,6.4
Asus,Notebook,15.6,4,Windows,2.37,849.9,Intel,i7,2.7,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.8
Asus,Gaming,17.3,16,Windows,2.99,1749.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
Dell,Gaming,15.6,16,Windows,2.65,1845.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,3840.0,2160.0,8294400.0,34082.840236686396,5.333333333333333,44.8
HP,2 in 1 Convertible,11.6,8,Other,1.4,495.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,4.0,8.8
Lenovo,Notebook,15.6,4,Windows,1.85,449.0,Intel,i3,2.0,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
Lenovo,Notebook,15.6,8,Windows,2.2,459.0,Intel,i3,2.0,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,16.0
Dell,Notebook,15.6,8,Windows,2.5,784.0,Intel,i5,2.5,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,20.0
Asus,Notebook,14.0,4,Windows,1.5,278.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,2.0,4.4
Lenovo,Notebook,15.6,4,Windows,2.2,306.0,Intel,Dual,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Asus,Notebook,17.3,4,Windows,2.8,470.34,Intel,Quad,1.1,Nvidia,Dedicated,0,1,0,1366.0,768.0,1049088.0,3505.255771993718,2.0,4.4
Toshiba,Notebook,15.6,8,Windows,2.0,1388.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
Lenovo,Notebook,15.6,4,Windows,1.9,498.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
Dell,Notebook,15.6,4,Windows,2.18,617.9,Intel,i3,2.0,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
HP,Notebook,15.6,4,Windows,2.07,910.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,9.2
Toshiba,Notebook,14.0,4,Windows,1.75,1020.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,2.0,9.2
HP,Gaming,17.3,8,Windows,3.35,1129.0,Intel,i5,2.3,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,18.4
HP,2 in 1 Convertible,13.3,4,Windows,1.28,1799.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,2.0,10.0
Lenovo,Notebook,14.0,8,Windows,1.32,1650.0,Intel,i5,2.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.8
HP,Notebook,14.0,4,Windows,1.64,973.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,2.0,10.0
Asus,Notebook,15.6,16,Windows,2.2,1749.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Lenovo,Notebook,14.0,8,Windows,1.75,1116.02,Intel,i5,1.6,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,12.8
Asus,Notebook,17.3,4,Windows,2.8,530.0,Intel,Quad,1.6,Nvidia,Dedicated,0,1,0,1600.0,900.0,1440000.0,4811.3869491129,2.0,6.4
Lenovo,Notebook,14.0,8,Windows,1.87,859.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,21.6
Dell,Notebook,15.6,4,Windows,2.18,586.6,Intel,i3,2.4,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.6
Lenovo,Notebook,15.6,4,Windows,2.1,318.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Lenovo,Gaming,15.6,8,Windows,3.31,1196.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,20.8
HP,Notebook,15.6,8,Windows,1.96,598.99,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Netbook,12.5,8,Windows,1.26,1669.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,13271.04,4.0,18.4
Asus,Notebook,15.6,4,Windows,2.2,720.32,Intel,i7,2.5,Nvidia,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
HP,Ultrabook,12.5,8,Windows,0.97,2014.0,Intel,M,1.2,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,53084.16,4.0,9.6
Lenovo,Gaming,15.6,8,Other,2.5,1017.0,Intel,i5,2.5,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Ultrabook,13.3,16,Windows,1.3,2049.0,Intel,i7,2.7,Intel,Integrated,1,0,0,3840.0,2160.0,8294400.0,46890.157725139914,8.0,43.2
Lenovo,Notebook,14.0,8,Windows,1.75,1049.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,12.8
HP,Ultrabook,14.0,8,Windows,1.54,1468.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Asus,Notebook,15.6,8,Windows,2.37,1099.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Notebook,15.6,6,Windows,2.4,499.0,AMD,9600P,2.4,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,14.399999999999999
MSI,Gaming,17.3,8,Windows,2.7,1095.0,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,20.0
Lenovo,Notebook,15.6,4,Windows,2.2,349.0,AMD,E2-9000,2.2,AMD,Dedicated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.8
Asus,Gaming,15.6,16,Windows,2.34,2325.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,41.6
Asus,Gaming,15.6,8,Windows,2.5,999.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,22.4
Asus,Notebook,15.6,4,Windows,2.2,720.32,Intel,i7,2.5,Nvidia,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
Dell,2 in 1 Convertible,13.3,8,Windows,1.68,889.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,20.0
